First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
STEPUP,CAPITAL LLC,59 SPRING LN,MANVEL,TX,77578-4036,1803 WILLOWBY DR,HOUSTON,TX,77008,Trustee Sale,TRSALE,2026-04-07,RP-2026-131176,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVULXFeGFvVwKpfxxyFvsawE0/28nPXA2UoyVGn7nyTHxrO6u6KQ8pGY3EqkFhwZBoaIX0WnmtnkCX4Fk7nIJuhhH+/zAFohOu9Zj230VydVUp86unlDxBeID1eVr4WBwzQ==
ROYAL,PACIFIC FUNDING CORPORATION,1 CORPORATE DR STE 360,LAKE ZURICH,IL,60047-8945,14714 JUNIPER DALE CT,HOUSTON,TX,77049,Trustee Sale,TRSALE,2026-04-02,RP-2026-125742,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZI06+oqoYrcFEq3EtGh2Fx6EvozeIhunQZSUCf6KP5IjakhbsKu62a92jgTXiPKKZQ2Uig92XWcfyshDgJ3Xx7xt3BCRQc6hE2GxoB+zkQy4N4s3oSUj9b0ZOEBrzTGsw==
KINGFIELD,HOMEOWNER'S ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-07,RP-2026-130078,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZjkzIEHlyts0OsGWOhK4IlFMU4VUGBaMdCLAFayagQPrQSvNhqtn2Qosuvc0vEJG3JQgXF8BjoIOMgnM9T6v48JQSOY6XRqvGKAt91QKMhFOtEQY5l3NQ4SHmTPHR9Ddw==
KINGFIELD,HOMEOWNER'S ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-07,RP-2026-129992,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf98zNzwRNlqrHke5+jryorgDUmIxYL7kEnPjGc+mwy3Ii0Izu+hDSnP7bSgvqAhbmvQeYkZRr1jx1aPEH8sWTjIclx0Bay4J904YmHSv0nEq1YgW8Hb+1mw2LX8fB0g2w==
KINGFIELD,HOMEOWNER S ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-07,RP-2026-129976,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYzKILYjLyydkxNAE3IojcCHFokIcKmSSoNq3S9FgoZiLWLfYU8ThHP6PFiPH9QeyCxTluFgPuYb6PZXDJQA9Vbj9k3wZFi2VQ7CWZKNzyI3w5kEmu/JIAZ2LnuL/oJTkA==
COLONY,CREEK VILLAGE COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-06,RP-2026-129637,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTJqA/wxaOuDMpxmYUTBJk9SEVj1F8AJ5fr1irmn8c/OWeiUvoxse7khXMDZn5wEVlbrTwYU/xLc5M14KF32GAuJglr/zPP2DRU6lXA/nOeabGBPPjvhlHDUDuHJlvJsCg==
COLONY,CREEK VILLAGE COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-06,RP-2026-129630,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcIEXUPWufyu4eqykNuY01N3BIGcOEvVgdwKdsmObHm7NwETF7kLn8DfHdIeqZjNmtmtBdPEGJK7LhVqY2ze5xDSOxfr6lHDE7CNDakZyKde3uYHucW+jcfp7Ntc/RiVzA==
COLONY,CREEK VILLAGE COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-06,RP-2026-129618,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTRvfcgJCQyym2Wi9MpaywIHzb+vn87cA9A4iHxE09oZfIZusItXid0RHsugECWWI7g322d1QvRDAWoCzzNNvlHxrmgkWKnK5LApYvD05GvQFSJZbciHC30xprjZE95MJw==
COLONY,CREEK VILLAGE COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-06,RP-2026-129592,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVY/zU9rjAXCSfAi7vqR7Mc6ZkoSC0dmuT1wUCC4Tlb6MA1mYG1yKTBa7gDKFXB0NxqCd/rjyZSA3L9hPtwOfHFdCt9AIrKo0VxXHggQ3Igug/rJ2mf7nhk3RltSwutrguA==
GREENWOOD,FOREST HOMEOWNERS' ASSOCIATION,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-01,RP-2026-124662,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcvJiN86yC274FCPV+1jTffQbZ6AQJDw0yIzZXanuBG3BZNac2Xqq1M+f05XaEYWW23J7ePa6QUelZ5i39qKPJWdmshdKunSFU3PgDhJwMirWrBsvH1QHpeXLTpweOO84A==
PRESTONWOOD,FOREST MAINTENANCE ASSOCIATION INC,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-01,RP-2026-123756,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYHBg2fr5+WgYdyE0rCsanfxgYDCHfRGGXQjq+IWRppgVmP8C12TaJejs3VRotaIXf0cD8JIDcuag1CtSjq/yWyYaBenhekyPinBt4WpRIJYbougz3WTKBUC2LmxWhFBZw==
FOREST,NORTH COMMUNITY IMPROVEMENT ASSOCIATION,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-01,RP-2026-122336,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdr1N1rPn2UMpGkc29IfyQEdfKFpFKRmw/vhSc0SD0SqUN25FCJNuqv3cjJNHwRhTBXp3oqCLN/h0BkIO/py4Qw6nKkgklmYVFbvFa8RlK8DsxR8Xk6gJ6MKKwIxK4RpWg==
ATASCOCITA,SOUTH COMMUNITY IMPROVEMENT ASSOCIATION,,,TX,,,,TX,,Lis Pendens,L/P,2026-04-01,RP-2026-122185,,85,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVe0od0uJcfL1C11dcXZ5N1PGl6p+0p6CQWLAyt4B/7OmBQYlneABxPE95sroF0QBRTA2cHgYW4yJk7WvWIxnWE2dWMlhyY+dvHRzz959EurHFlUSYk0BKteo6Q7icqveQQ==
COVENANT,CLEARINGHOUSE LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-132250,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZyLQ/zFpbetWGoINGHTxF7D5zdkjV1Kle0iJRIZyBMS9KkA4krsfEJEw4ypj5vMyHhnkdCcI5vdlVKuQ+zUkrBXP+YWRRNUGLNDMMIPkJuQZ8hfmPPgUMVpbSUYeDvKMA==
LUMIRA,PROJECTS LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131985,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVS4ATS7IJrjSFKhI70h3rgBbdSwnioQlKblGCqzKv7fXtqRhCdfM7R2f5dkO2xqnjaTHkh7uxjH+cnpim8mPd5pJYC92FnLPJCi4njQWvVTwj25vctEzwRa+Wwi4m+yx+A==
SSPL,INVESTMENTS LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131749,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVozxXwqdx6BSTmsZk+od4mwZe65U3QBo0po520j3c+LNS3RmDeDn3BJPxLqgVLjWAgnN9YKUyrzGpIIAd59Qkn/t43o7/HPrr6Rx5CRP0qUlHpWjdPphWXQiD7IDf44tQ==
SSPL,INVESTMENTS LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131748,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVba1pCcrVw1hmii47jxT1o3wFgEzqvUbrCr/PinPwV6HVJkWhJ066MDOLi9hta6gyMM0UyH7UtWB+rwi0BnIyR9oLagcxTeiR3v3aSq3E/OaeA4rKgs1kV0WMXuXjXhllQ==
SSPL,INVESTMENTS LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131747,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQ2zHTkAteAa5J/Q5mIDcwvGeiEGNuM+PHV5rHCmNLc7m8DWSiwbR3Irl/LNv4Se+fqROPyBMssy4PgF2021wMviuedsRbzsCytKRSbTfda106E9vBQi78et91Ef9zOyJQ==
JERRY,WAYNE HARTLESS AND DEBBIE YARIDH HARTLESS REVOCABLE LIVING TRUST,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131627,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTBbrNeo5LE3AoCknSq1LYieRc4d9s+WZRqSyJV/VIAUvJAngC+eyXaP4TN6cBDB3+Rsnb52loYUIHN+xU/E5Sx4B/5H7DF/gIl7cNh23+g+ecOkzQeidmixG2Y0Ws9kcA==
TNHC,TEXAS HOLDINGS GP LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131346,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdvx46+WycQ0BfsN88kUaLP36/wX0ZiVWrqLm/T6nkW6IZ150PpEozzCkGE+NuoWO4KJBsNk25LIF/2q1689yDcewboZAXkydfOdPoyMiOVlihoAOHmPIrLktCJCPyQEow==
TREATY,OAK CLEAN ENERGY LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130881,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUpBsEAoTb2cNexWAqB4CsGkevFewsAQ/3oV4xLVEWucENI74svRy4cedQ9qRdawzFGM0eN81aHvlK94f+qRRdtetLw3jLUmek+WCjZs4iDHpskyq7Lkbjc0rx2XpHQ6yA==
TREATY,OAK CLEAN ENERGY LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130880,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSO8VVsLgdGSFubd58ekpu2VPUm7eYF1E+kgk7FhJChWceaRip/GL5OcTHqbHRbnP6aX50752nj8QqHzhhyC8581z5rm1yTssyZmvPvaU30rvlPkGTUVM7C8C/fHF8mcrw==
CRYSTAL,EAGLE HOLDINGS LLC- 19410 CAMELLIA BEND CIRCLE SERIES,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130540,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZJan3SM+Q4chbaRispk7S9dmiwEVaUH8WRflt7BfmPWceB2fNFRfl11EDxw+qb2s7NPESJWfxayDidxf4s/KldpaZUhUfXM93k+tZcJuq9CmegULAGPLvKeHu/pkuKVYg==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130520,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYDtI2yO7nQhLzQQ5B1m10eZJ2zBBJIpwHROW24ySE8zdKoxgW54UbrsPVDE98609BPo6sAqoX4hLmAeHFQxXFB8MSbpeXwrffR7wTxXJAWy3AgQ1H/H0HDpbaaMK1jUuA==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130479,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU/6+/xhqTw1SnuYJwjXaddHedPNUFlqA+n5+ylwnO4xer1brv8LG/C8ImAZZVhbcF1K7V9/vyZmrD+AOCRBN6eckv2OLwkI/d3L98nEu7xUe0q9wLFM/E2t3Lj46ExPEA==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130476,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZpuFiqhmOoaiiescLpprQrMcgAAIDJ4h+mLr8j5++M1iqdT82gyV1XhbkBCmup7iHjOPcFCU1YKDWE9OPjqMyMqqJWboDO9BAyc1rpXLhvm8Lzl1EmJgNzPbZgWAeV1Lg==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130473,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXpXfBxMGWVusDBOb2odUqsNWcSgTGSptSkHP0g8oi6uv0HR6K+OqczniL3txp7aNBMV5KGs8dXZEuKcVXqFsDCYy8mgNY9klHHppxqhCMvMueaWfQLa5TZB9nzKnr+/oA==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130422,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTPJOsuP96qFGYtUbNE6d6cjQGQReLbLeGdSvSV3V5QQFaMsTXbSZqQkYmZPV0acy07rIK8JiYABAY8eQmJrDJlDMvXWCKFveoOdCxjbM7UxQSDH1Lt3z6PIJ9yDpnysrQ==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130419,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZk821pePRz9iJLr8BN6HL/LCUybXc2d0GfzOkLd2zkQ+uRR7FEbMl4AofrHfmkxIy+NMviuLllydnsYul7fL6qgCalgBLiVXUBqAii+bO4+eJM4AIB8hB1U/5ZniZNbXg==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130418,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaIUpxJjmWLpznKKIQAVoo/nL4HhDL1R9oiQinXt/y5MDMhQz40aDx2d2x8ESMd6nIELbcS6po3gAAMXbsMA2o51Dg67bDutaMLollwqheC2cw4jbwKZBkxu+8x4rA5atw==
MICHAEL,A HAGGARD AND MECHELE SMALL HAGGARD FAMILY TRUST,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130125,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUUvqUzfW0kRSycnYrb9ok3/8pE0yiJ8eSxQwRjAWfMoCFzYgzWMQXmJFkmg7MGCmxWCKiFkwLjxwpbRFtdeWW6g9odHkcTQy2tL2+3Ux49SDoN2onaQOvewpeNNMtQDTA==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130001,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa/94L7nQ2IVvkYrxCsE3VDpJpxNS3zFRezKYcj++Ld0CGKN0JZX+oDXiZVqm+tNw7IzVov5d8nIlprqJ63WMjE/Xp7L9zZ+ojXqnxX9cdfNSwkBR0mhh4iifcSZfv2Xtw==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130000,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTzsmo2yA3n5RELYBQSZENDXrLPW3emAatwLMkGl7/trUOsQe28Iss/mn6XTdNVDC8pcfMCG2zShBBsZx/mTioVZileDdse+Tfz9JkFlsxPniOvlqXgYJEx7RnGkDqdc/w==
PRGIF,3316 W11TH LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129716,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVM0giazKNGNFSwmlX4E5zaPt/f1+m9KVa3MBb1XBUuz11bSyHry+watVMoBPp0pEe16uLmoaaUelSnufA7fyGEg63J+IXW1UtnSvtVxCEqdMlXOuPQSpwjdfYrTvmzAHg==
SMITH,INVESTMENT PROPERTIES LLC SERIES 4,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129629,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRG7zfUPsoXPN63FoBOBwmnwuGaU/oQSI/RpsSPNQqaL5jS7Vd/74WE/ULrVUekdMVT2sSclQhO0F4MPUyJAwPVGZ9dQZqeGqsLJFdYQ9x2h63EiVX1/M0YELqA9UsPDrg==
WYMES,GENERAL HOLDINGS LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129531,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZDR22HYmyHHymBN5lPyvGJf7HAjjywfdzh5wkDZGbYhs88baz/KRnYTd6l7c1Uj7umLz+MqgHdML36c/SSnWJe57Db8kCOhz+4eSPiQswdFdqMeBPtC0Twj1mlGxYWCcA==
LAKEWOOD,CROSSING SECTION ONE HOMEOWNERS ASSOCIATION INC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129015,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdWnAJaOZKj/Cd3xEtyPFJJ6xeenYMTqB1b72ebo9h0zX0ZTalYIpj54CsF8F5EbLueqk9RGKLv9etbL215l2v+w75VXXIQwZqdcZy+9QVD8IWQ72Y2Az7C8KlxGImXWmw==
THE,RICHARD SPURLOCK SUPPLEMENTAL NEEDS TRUST,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128950,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSDdvx48hA2n0iS44INnYJ1VnVwQOqnXGPqPc+eYyGMDBafTT+9/KDrMmI+pll8blv3MVNpH4ndUYlKpGYijA8hUWSOgI2f2d6XkK/FCgkuROGGZneG3yfUDVVadB7FtTg==
PULTE,NEVADA I LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128742,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa6EywHm2M2z+C0QC387/s1l7kaOC29vXcILpACcx7LrBo40G/PtcBlUFwiobLiIJ001vFK8+GdpgiRw+XzijJbPlUEBa9aQz7SsQOm3jPjqr3cCiH7ZUF48B/wg13tk4g==
KINGSBRIDGE,COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128569,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVe8N1DP1pHP7nrjXZufr3gjbi31HdZRBxcTK90dkGRLwyx9LwFx3SVTl5VExLnHV0VQCkqH6j2vwaAYdpYPJJXuB9a+PkT6+xnPNOFMxmAZ5mgrNNNBy7bGPRMfTucjL0A==
MARISOL,COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128564,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIValwP/8O+yltIkIQFtigWKRTfejj7+lfSYpLiSWTzxlkHY07Zzay41gcdkgQZMe2cwgU1xqNwyl1zTqHMnXCAEtllnkDy1+KvNLJ9CZvaunAa9r2Su1TTYcLdQRPpAIo6A==
TRAILWOOD,VILLAGE TOWNHOUSE ASSOCIATION,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128558,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVb3vgEviZlGbQuQm8QtrRpYGTYDUULrlsvjgtf5DrzUoLF7CSrXJRk6aPdzjYl+yPoA7qvQwX1PY9JFd/amu7799PJfYWHxnzfq4Od3GMlrih2b084ldLkEH8Zv2ZhOpdQ==
MARISOL,COMMUNITY ASSOCIATION INC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128557,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTzWU6exggAALOYV+6Adajf8bPShn+OeN7bggDjTIFqoBf5f7WyVHkiT38O8OeNcIUKInJpHIx1+6Glhx8UavwWdX0D8g+IxlDGldAW9JZTySsrKTvnShOSMFN0VyDV6mg==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128378,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeYoSQloF46sAMiyv3W2LlDAXG7dot2optRAjCrttQogrSpIstLPK16LqDP+tahtYBLXtwCRxdeHkNtceFfm5UNGQCX81SOSx1g/eGOOW8LP1XrQnx8EoZcwx6wDmoAD+Q==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128370,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVW2vPpD8A4xFPbVSvb9RFA6aN1Ry2QFWSgQWHN4Cfl9UGIKBEdw7pib9yRdRIj5nx7mpOLMtqW69p2x2HC/PVFD8OZzdRJY7fR96TZ3IfI2PD8yLNsgKEXqPCprYJbJBsw==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128367,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZ8vzrHuqn+7mctbcpZdRbyu3RuMf0CS2qJY5BPXTR4UEB+5vPviK5SJeiUYV4MVNKba83L0wkY3GtNzeysEpo5p9AblxsuLt2FmCLzV6SoKK2HTYrwbfD73N3i3iy0EHw==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128355,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZIXHSXofLaFw9nJE2WDnQ+zAdnSLA8t3lGMSgqjpMKGGnEduZyX9Jzi3+fUsXkiugjSvq2ZO302lEAfu7gOFJD6lghPE19LSRYskByjPIfezL9M7zRl+y2O2IPdUf8+Qw==
U,S HOME LLC,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-128349,,85,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUvH5xYNXDhUtiF6+Ebe/6vQBh/F8acokIMluKjPniYoRl4duf2duhmMAOBJ8aMZf33uBDsR9/jr0iPliS4NrcospdOq9HqnvTYH6jl3QIOj3HhJvwUHjPS5VTPnTamYgw==
